epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,3.1658009571398216,0.10753400459282812,2.70537767300496,0.2515015015015015,0.0002988172051971717
2,2.7966506307652805,0.1548754636989931,2.3667424655891396,0.33633633633633636,0.0002952874741692947
3,2.5414721555158963,0.1907790143084261,2.0564573302760616,0.38463463463463465,0.0002894664728832377
4,2.3610461432486116,0.23719307542836954,1.9189004892104857,0.4486986986986987,0.00028144600200657956
5,2.2861322701303726,0.2132573750220809,1.6966309325473086,0.5192692692692693,0.00027135254915624217
6,2.1032959604996124,0.25781664016958133,1.524965563097277,0.5935935935935935,0.0002593452941132118
7,2.067465296210259,0.25529941706412296,1.4257786937423416,0.5708208208208209,0.00024561359846230347
8,1.9598166747599435,0.3141229464758877,1.3067361646228366,0.6401401401401401,0.0002303740192468495
9,1.82990338523951,0.296767355590885,1.222491729605544,0.6936936936936937,0.0002138668937347609
10,1.7302221089069802,0.3436671966083731,1.1744349280873816,0.6634134134134134,0.0001963525491562421
11,1.6924379305922927,0.3547959724430313,1.0948756278098166,0.6676676676676677,0.00017810719718785873
12,1.6489250779341438,0.3424306659600777,0.9815527777056078,0.725975975975976,0.00015941857792939703
13,1.60209819510766,0.3238827062356474,0.9433874308287322,0.753003003003003,0.00014058142207060302
14,1.528725677529655,0.3993552375905317,0.8298642471865252,0.7955455455455456,0.00012189280281214133
15,1.428567133234533,0.35051227698286525,0.7915676936014995,0.7930430430430431,0.00010364745084375795
16,1.5240259208857772,0.42585232291114644,0.7389660107719528,0.8208208208208209,8.61331062652391e-05
17,1.4297144970399418,0.4231584525702173,0.7216969453417383,0.8185685685685685,6.962598075315047e-05
18,1.3856803004427063,0.41269210386857447,0.6699699088856503,0.8440940940940941,5.4386401537696536e-05
19,1.377100878228486,0.4139727963257375,0.6517572135657996,0.8443443443443444,4.06547058867883e-05
20,1.303612049972394,0.40213743154919623,0.6235660623621058,0.8578578578578578,2.86474508437579e-05
21,1.3350439689917901,0.42810457516339867,0.6076459426421661,0.8633633633633634,1.8553997993420465e-05
22,1.3565550711946297,0.4355237590531708,0.6003028077406211,0.8721221221221221,1.05335271167623e-05
23,1.3412232198514737,0.41931637519872816,0.5848289287245428,0.8758758758758759,4.712525830705356e-06
24,1.2892072169609319,0.3697226638403109,0.589978203341529,0.8758758758758759,1.1827948028283355e-06
25,1.37933025796429,0.40324147677088856,0.5856667854287125,0.8786286286286287,0.0
